sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Closed position,796614692,USTEC,8,Buy,18282.95,19056.75,2025/04/09 20:23:53,2025/04/09 22:45:00,2025/04/09,2025/04/09,6190.4,0,0,6190.4,0,17732.41,773.8,Win,2.35,202501011,,deusfund-sqx2
Closed position,796611090,USTEC,8,Buy,18205.95,19199.5,2025/04/09 20:23:11,2025/04/10 02:00:00,2025/04/09,2025/04/10,7948.4,-21.97,0,7926.43,0,17987.72,993.6,Win,5.61,202501009,,deusfund-sqx2
Closed position,796616826,BTCUSD,0.8,Buy,80826.4,82116.7,2025/04/09 20:24:12,2025/04/10 09:00:00,2025/04/09,2025/04/10,1032.24,-36.93,0,995.31,0,79729.86,1290.3,Win,12.6,1001,,deusfund-sqx1
Closed position,797649970,GBPJPY,1,Buy,189.415,188.26,2025/04/10 09:55:53,2025/04/10 11:01:30,2025/04/10,2025/04/10,-789.65,0,-7,-796.65,193.361,188.261,-115.5,Loss,1.09,202501002,,deusfund-sqx2
Closed position,798318599,XAUUSD,1,Buy,3136.53,3117.22,2025/04/10 16:24:22,2025/04/10 17:00:00,2025/04/10,2025/04/10,-1931,0,-7,-1938,0,3114.5,-193.1,Loss,0.59,202501025,,deusfund-sqx2
Closed position,798318581,XAUUSD,1,Buy,3136.53,3117.22,2025/04/10 16:24:22,2025/04/10 17:00:00,2025/04/10,2025/04/10,-1931,0,-7,-1938,3249.36,3113.4,-193.1,Loss,0.59,202501024,,deusfund-sqx2
Closed position,798318582,XAUUSD,1,Buy,3136.53,3117.22,2025/04/10 16:24:22,2025/04/10 17:00:00,2025/04/10,2025/04/10,-1931,0,-7,-1938,3418.73,3112.9,-193.1,Loss,0.59,202501027,,deusfund-sqx2
Closed position,798318591,XAUUSD,1,Buy,3136.53,3116.86,2025/04/10 16:24:22,2025/04/10 17:00:01,2025/04/10,2025/04/10,-1967,0,-7,-1974,3249.36,3114.47,-196.7,Loss,0.59,1006,,deusfund-sqx1
Closed position,798587761,XAUUSD,0.4,Buy,3162.79,3154.41,2025/04/10 18:15:07,2025/04/10 19:10:23,2025/04/10,2025/04/10,-335.2,0,-2.8,-338.0,3186.1,3154.55,-83.8,Loss,0.92,6,,deusfund-sqx1
Closed position,798668408,USTEC,5,Sell,18241.55,17964.3,2025/04/10 18:45:07,2025/04/10 19:18:06,2025/04/10,2025/04/10,1386.25,0,0,1386.25,17968.33,18742.73,277.2,Win,0.55,2,,deusfund-sqx1
Closed position,798860987,XAUUSD,0.4,Buy,3162.67,3188.28,2025/04/10 20:23:53,2025/04/11 01:33:11,2025/04/10,2025/04/11,1024.4,-19.26,-2.8,1002.34,3186.1,3154.55,256.1,Win,5.16,6,,deusfund-sqx1
Closed position,799325926,XAUUSD,0.4,Buy,3189.31,3212.94,2025/04/11 03:02:09,2025/04/11 03:43:08,2025/04/11,2025/04/11,945.2,0,-2.8,942.4,3212.8,3181.25,236.3,Win,0.68,6,,deusfund-sqx1
Closed position,799307874,USTEC,5,Sell,18217.9,17936.05,2025/04/11 02:51:03,2025/04/11 03:45:14,2025/04/11,2025/04/11,1409.25,0,0,1409.25,17941.72,18732.3,281.8,Win,0.9,2,,deusfund-sqx1
Closed position,799761436,XAUUSD,0.4,Buy,3218.04,3209.53,2025/04/11 08:27:06,2025/04/11 08:36:55,2025/04/11,2025/04/11,-340.4,0,-2.8,-343.2,3241.3,3209.75,-85.1,Loss,0.16,6,,deusfund-sqx1
Closed position,798432117,XAUUSD,1,Buy,3138.15,3193.43,2025/04/10 17:07:21,2025/04/11 08:44:17,2025/04/10,2025/04/11,5528,-48.14,-7,5472.86,0,3116.44,552.8,Win,15.62,202501022,,deusfund-sqx2
Closed position,800058437,XAUUSD,0.4,Buy,3218.02,3241.44,2025/04/11 11:13:34,2025/04/11 16:33:12,2025/04/11,2025/04/11,936.8,0,-2.8,934.0,3241.3,3209.75,234.2,Win,5.33,6,,deusfund-sqx1
Closed position,800725708,XAUUSD,0.4,Buy,3233.48,3225.36,2025/04/11 17:08:51,2025/04/11 17:25:21,2025/04/11,2025/04/11,-324.8,0,-2.8,-327.6,3257.12,3225.57,-81.2,Loss,0.28,6,,deusfund-sqx1
Closed position,800753267,USTEC,5,Sell,18173.7,18426.65,2025/04/11 17:23:03,2025/04/11 19:00:00,2025/04/11,2025/04/11,-1264.75,0,0,-1264.75,17903.03,18669.64,-253.0,Loss,1.62,2,,deusfund-sqx1
Closed position,800117683,USTEC,5,Sell,18185.75,18428.3,2025/04/11 11:41:16,2025/04/11 19:00:02,2025/04/11,2025/04/11,-1212.75,0,0,-1212.75,17914.32,18687.01,-242.6,Loss,7.31,2,,deusfund-sqx1
Closed position,800826866,XAUUSD,0.4,Buy,3233.54,3225.3,2025/04/11 18:02:55,2025/04/11 19:50:26,2025/04/11,2025/04/11,-329.6,0,-2.8,-332.4,3257.12,3225.57,-82.4,Loss,1.79,6,,deusfund-sqx1
Closed position,801045743,BTCUSD,0.8,Buy,83586.01,83708.36,2025/04/11 20:39:24,2025/04/12 11:00:00,2025/04/11,2025/04/12,97.88,-111.77,0,-13.89,0,82580.36,122.4,Loss,14.34,1001,,deusfund-sqx1
Closed position,802096357,XAUUSD,0.4,Buy,3240.49,3232.44,2025/04/14 04:43:36,2025/04/14 05:33:40,2025/04/14,2025/04/14,-322,0,-2.8,-324.8,3263.97,3232.42,-80.5,Loss,0.83,6,,deusfund-sqx1
Closed position,801871783,USTEC,8,Buy,19005.2,18874.55,2025/04/14 01:00:13,2025/04/14 06:09:46,2025/04/14,2025/04/14,-1045.2,0,0,-1045.2,0,18762.77,-130.6,Loss,5.16,202501009,,deusfund-sqx2
Closed position,802503379,USTEC,8,Buy,19021.95,18805.35,2025/04/14 10:52:40,2025/04/14 18:29:42,2025/04/14,2025/04/14,-1732.8,0,0,-1732.8,19305.76,18805.47,-216.6,Loss,7.62,202501005,,deusfund-sqx2
Closed position,802258561,USTEC,8,Buy,18990.45,18722.5,2025/04/14 07:49:09,2025/04/14 18:46:36,2025/04/14,2025/04/14,-2143.6,0,0,-2143.6,0,18722.43,-268.0,Loss,10.96,202501006,,deusfund-sqx2
Closed position,802256096,USTEC,8,Buy,18953.95,18630.2,2025/04/14 07:47:01,2025/04/14 19:11:29,2025/04/14,2025/04/14,-2590,0,0,-2590,0,18629.17,-323.8,Loss,11.41,202501007,,deusfund-sqx2
Closed position,804443227,BTCUSD,0.8,Buy,85946.71,85257.56,2025/04/15 11:16:24,2025/04/15 17:18:30,2025/04/15,2025/04/15,-551.32,0,0,-551.32,0,85269.22,-689.2,Loss,6.04,1001,,deusfund-sqx1
Closed position,805505629,XAUUSD,0.4,Buy,3240.52,3264.01,2025/04/16 01:50:40,2025/04/16 03:30:58,2025/04/16,2025/04/16,939.6,0,-2.8,936.8,3263.97,3232.42,234.9,Win,1.67,6,,deusfund-sqx1
Closed position,805554822,XAUUSD,1,Buy,3247.69,3291.59,2025/04/16 02:37:05,2025/04/16 11:40:52,2025/04/16,2025/04/16,4390,0,-7,4383,0,3222.99,439.0,Win,9.06,1007,,deusfund-sqx1
Closed position,805433402,GBPJPY,1,Buy,189.502,188.351,2025/04/15 23:39:54,2025/04/16 20:34:57,2025/04/15,2025/04/16,-808.31,9.47,-7,-805.84,193.451,188.351,-115.1,Loss,20.92,202501002,,deusfund-sqx2
Closed position,804228816,GBPJPY,1,Buy,189.044,188.255,2025/04/15 08:45:17,2025/04/16 20:41:01,2025/04/15,2025/04/16,-554.23,9.47,-7,-551.76,194.15,188.246,-78.9,Loss,35.93,202501003,,deusfund-sqx2
Closed position,805554787,XAUUSD,1,Buy,3247.69,3342.3,2025/04/16 02:37:05,2025/04/21 01:35:36,2025/04/16,2025/04/21,9461,-265.98,-7,9188.02,0,3225.11,946.1,Win,118.98,202501025,,deusfund-sqx2
Closed position,805554767,XAUUSD,1,Buy,3247.69,3342.82,2025/04/16 02:37:05,2025/04/21 01:38:45,2025/04/16,2025/04/21,9513,-265.98,-7,9240.02,0,3224.7,951.3,Win,119.03,202501021,,deusfund-sqx2
Closed position,805554804,XAUUSD,1,Buy,3247.69,3362.52,2025/04/16 02:37:05,2025/04/21 03:37:53,2025/04/16,2025/04/21,11483,-265.98,-7,11210.02,3362.63,3223.09,1148.3,Win,121.01,202501023,,deusfund-sqx2
Closed position,812000699,XAUUSD,1,Buy,3357.85,3369.66,2025/04/21 03:33:17,2025/04/21 04:04:09,2025/04/21,2025/04/21,1181,0,-7,1174,0,3336.23,118.1,Win,0.51,1007,,deusfund-sqx1
Closed position,812060665,XAUUSD,1,Buy,3371.01,3382.85,2025/04/21 04:04:55,2025/04/21 06:05:42,2025/04/21,2025/04/21,1184,0,-7,1177,3492.13,3351.28,118.4,Win,2.01,1006,,deusfund-sqx1
Closed position,813165176,USTEC,5,Sell,17969.05,17706.95,2025/04/21 14:24:26,2025/04/21 18:44:00,2025/04/21,2025/04/21,1310.5,0,0,1310.5,17707.54,18191.74,262.1,Win,4.33,2,,deusfund-sqx1
Closed position,813509156,USTEC,5,Sell,17951.15,17682.2,2025/04/21 16:37:03,2025/04/21 18:48:14,2025/04/21,2025/04/21,1344.75,0,0,1344.75,17684.24,18150.69,269.0,Win,2.19,2,,deusfund-sqx1
Closed position,814230208,XAUUSD,0.4,Buy,3426.51,3417.74,2025/04/21 23:51:54,2025/04/22 03:03:34,2025/04/21,2025/04/22,-350.8,-20.99,-2.8,-374.59,3449.89,3418.34,-87.7,Loss,3.19,6,,deusfund-sqx1
Closed position,805554742,XAUUSD,1,Buy,3247.69,3481.13,2025/04/16 02:37:05,2025/04/22 07:49:11,2025/04/16,2025/04/22,23344,-318.47,-7,23018.53,3537.9,3225.92,2334.4,Win,149.2,202501027,,deusfund-sqx2
Closed position,814082310,XAUUSD,1,Buy,3430.34,3481.13,2025/04/21 22:09:41,2025/04/22 07:49:11,2025/04/21,2025/04/22,5079,-52.49,-7,5019.51,0,3411,507.9,Win,9.66,202501025,,deusfund-sqx2
Closed position,805482179,XAUUSD,1,Buy,3234.79,3479.25,2025/04/16 01:29:16,2025/04/22 09:37:25,2025/04/16,2025/04/22,24446,-318.47,-7,24120.53,0,3217.11,2444.6,Win,152.14,202501026,,deusfund-sqx2
Closed position,805555090,XAUUSD,1,Buy,3247.99,3448.83,2025/04/16 02:37:05,2025/04/22 11:49:31,2025/04/16,2025/04/22,20084,-318.47,-7,19758.53,0,3229.13,2008.4,Win,153.21,202501022,,deusfund-sqx2
Closed position,816353392,USTEC,8,Buy,18165.25,18564.9,2025/04/22 17:06:59,2025/04/23 01:00:10,2025/04/22,2025/04/23,3197.2,-23.38,0,3173.82,18436.46,18081.96,399.6,Win,7.89,202501005,,deusfund-sqx2
Closed position,817418064,USDJPY,1,Buy,142.569,141.93,2025/04/23 00:59:35,2025/04/23 04:39:21,2025/04/23,2025/04/23,-450.22,0,-7,-457.22,145.409,141.93,-63.9,Loss,3.66,202501020,,deusfund-sqx2
Closed position,817384907,GBPJPY,1,Buy,189.091,188.221,2025/04/23 00:25:13,2025/04/23 11:30:00,2025/04/23,2025/04/23,-613.79,0,-7,-620.79,194.192,188.287,-87.0,Loss,11.08,202501003,,deusfund-sqx2
Closed position,819543900,USTEC,8,Buy,18928.45,18800.05,2025/04/23 16:37:47,2025/04/23 18:23:06,2025/04/23,2025/04/23,-1027.2,0,0,-1027.2,19212.07,18805.78,-128.4,Loss,1.76,202501005,,deusfund-sqx2
Closed position,816704166,USDJPY,1,Buy,140.987,143.246,2025/04/22 19:00:50,2025/04/23 20:26:31,2025/04/22,2025/04/23,1577.01,6.69,-7,1576.70,143.243,140.282,225.9,Win,25.43,202501015,,deusfund-sqx2
Closed position,819558505,GBPJPY,1,Buy,189.561,189.519,2025/04/23 16:39:00,2025/04/24 00:47:37,2025/04/23,2025/04/24,-29.35,26.57,-7,-9.78,194.687,188.769,-4.2,Loss,8.14,202501003,,deusfund-sqx2
Closed position,820761138,USDJPY,1,Buy,143.442,142.723,2025/04/23 23:17:30,2025/04/24 04:48:00,2025/04/23,2025/04/24,-503.77,19.5,-7,-491.27,145.735,142.723,-71.9,Loss,5.51,202501015,,deusfund-sqx2
Closed position,823819831,USTEC,8,Buy,19262.9,19116.1,2025/04/24 23:01:47,2025/04/25 13:49:12,2025/04/24,2025/04/25,-1174.4,-246.72,0,-1421.12,19532.25,19114.9,-146.8,Loss,14.79,202501005,,deusfund-sqx2
Closed position,817394384,USDJPY,1,Buy,142.152,143.87,2025/04/23 00:34:24,2025/04/25 16:35:32,2025/04/23,2025/04/25,1194.13,26.19,-7,1213.32,143.869,141.026,171.8,Win,64.02,202501019,,deusfund-sqx2
Closed position,824573928,USDJPY,1,Buy,143.445,142.723,2025/04/25 06:40:07,2025/04/28 17:39:51,2025/04/25,2025/04/28,-505.88,6.97,-7,-505.91,145.739,142.727,-72.2,Loss,83,202501015,,deusfund-sqx2
Closed position,820215078,USDJPY,1,Buy,143.019,142.172,2025/04/23 19:36:40,2025/04/28 20:28:49,2025/04/23,2025/04/28,-595.76,33.16,-7,-569.60,145.445,142.184,-84.7,Loss,120.87,202501016,,deusfund-sqx2
Closed position,820215077,USDJPY,1,Buy,143.019,142.142,2025/04/23 19:36:40,2025/04/28 20:31:05,2025/04/23,2025/04/28,-616.99,33.16,-7,-590.83,145.874,142.147,-87.7,Loss,120.91,202501020,,deusfund-sqx2
Closed position,834930448,USTEC,8,Buy,19602.7,19907.25,2025/04/30 23:01:16,2025/05/01 12:31:12,2025/04/30,2025/05/01,2436.4,-25.15,0,2411.25,19905.72,19527.51,304.6,Win,13.5,202501005,,deusfund-sqx2
Closed position,817386579,GBPJPY,1,Buy,189.192,193.135,2025/04/23 00:27:11,2025/05/01 17:29:36,2025/04/23,2025/05/01,2716.8,93.32,-7,2803.12,193.134,188.034,394.3,Win,209.04,202501002,,deusfund-sqx2
Closed position,835510371,USDJPY,1,Buy,143.986,145.714,2025/05/01 08:10:11,2025/05/01 21:03:12,2025/05/01,2025/05/01,1185.88,0,-7,1178.88,0,0,172.8,Win,12.88,202501019,,deusfund-sqx2
Closed position,837336623,USTEC,8,Buy,19908.2,19875.45,2025/05/01 20:07:42,2025/05/01 22:45:00,2025/05/01,2025/05/01,-262,0,0,-262,0,0,-32.8,Loss,2.62,9,,deusfund-sqx1
Closed position,835927503,BTCUSD,0.8,Buy,95266.48,97016.77,2025/05/01 12:20:26,2025/05/02 05:00:01,2025/05/01,2025/05/02,1400.23,-42.88,0,1357.35,0,0,1750.3,Win,16.66,1001,,deusfund-sqx1
Closed position,839029782,USTEC,5,Buy,20041.5,19940.35,2025/05/02 16:11:24,2025/05/02 16:36:58,2025/05/02,2025/05/02,-505.75,0,0,-505.75,0,0,-101.2,Loss,0.43,1,,deusfund-sqx1
Closed position,839270048,BTCUSD,0.8,Buy,97554.94,97361.83,2025/05/02 17:36:14,2025/05/02 19:00:00,2025/05/02,2025/05/02,-154.49,0,0,-154.49,0,0,-193.1,Loss,1.4,1001,,deusfund-sqx1
Closed position,839481727,USTEC,8,Buy,20119.45,20086.65,2025/05/02 19:01:04,2025/05/02 22:05:09,2025/05/02,2025/05/02,-262.4,0,0,-262.4,0,0,-32.8,Loss,3.07,9,,deusfund-sqx1
Closed position,841533177,XAUUSD,1,Buy,3319.93,3319.57,2025/05/05 15:19:29,2025/05/05 16:00:00,2025/05/05,2025/05/05,-36,0,-7,-43,0,0,-3.6,Loss,0.68,1007,,deusfund-sqx1
Closed position,842908670,XAUUSD,1,Buy,3353.28,3380.39,2025/05/06 04:08:08,2025/05/06 05:00:00,2025/05/06,2025/05/06,2711,0,-7,2704,0,0,271.1,Win,0.86,1006,,deusfund-sqx1
Closed position,835510370,USDJPY,1,Buy,143.986,143.403,2025/05/01 08:10:11,2025/05/06 10:30:04,2025/05/01,2025/05/06,-406.55,21.51,-7,-392.04,0,0,-58.3,Loss,122.33,202501016,,deusfund-sqx2
Closed position,835510369,USDJPY,1,Buy,143.986,143.383,2025/05/01 08:10:11,2025/05/06 10:30:22,2025/05/01,2025/05/06,-420.55,21.51,-7,-406.04,0,0,-60.3,Loss,122.34,202501020,,deusfund-sqx2
Closed position,835473108,USDJPY,1,Buy,143.853,143.135,2025/05/01 07:20:47,2025/05/06 11:14:33,2025/05/01,2025/05/06,-501.62,21.51,-7,-487.11,0,0,-71.8,Loss,123.9,202501015,,deusfund-sqx2
Closed position,845690806,BTCUSD,0.8,Buy,95756.88,97283.92,2025/05/07 01:30:26,2025/05/08 02:00:00,2025/05/07,2025/05/08,1221.63,-43.01,0,1178.62,0,0,1527.0,Win,24.49,1001,,deusfund-sqx1
Closed position,842959638,XAUUSD,1,Buy,3370.79,3347.71,2025/05/06 04:40:51,2025/05/08 09:14:15,2025/05/06,2025/05/08,-2308,-211.23,-7,-2526.23,0,0,-230.8,Loss,52.56,202501025,,deusfund-sqx2
Closed position,849688722,USTEC,5,Buy,20144.4,20061.95,2025/05/08 11:51:47,2025/05/08 15:37:27,2025/05/08,2025/05/08,-412.25,0,0,-412.25,0,0,-82.4,Loss,3.76,2,,deusfund-sqx1
Closed position,850279183,USTEC,8,Buy,20047.6,20171.1,2025/05/08 18:20:54,2025/05/08 22:45:00,2025/05/08,2025/05/08,988,0,0,988,0,0,123.5,Win,4.4,9,,deusfund-sqx1
Closed position,850328345,USTEC,16,Buy,20155.7,20171.1,2025/05/08 18:40:15,2025/05/08 22:45:00,2025/05/08,2025/05/08,246.4,0,0,246.4,0,0,15.4,Win,4.08,202501010,,deusfund-sqx2
Closed position,850330971,USTEC,8,Buy,20174,20171.1,2025/05/08 18:41:27,2025/05/08 22:45:00,2025/05/08,2025/05/08,-23.2,0,0,-23.2,0,0,-2.9,Loss,4.06,202501011,,deusfund-sqx2
Closed position,850507597,USDJPY,1,Buy,145.879,145.187,2025/05/08 20:25:39,2025/05/09 10:12:08,2025/05/08,2025/05/09,-476.63,7.4,-7,-476.23,0,0,-69.2,Loss,13.77,202501016,,deusfund-sqx2
Closed position,823785195,GBPJPY,1,Buy,190.286,193.324,2025/04/24 22:48:24,2025/05/09 20:00:00,2025/04/24,2025/05/09,2091.12,145.97,-7,2230.09,195.419,189.481,303.8,Win,357.19,202501003,,deusfund-sqx2
Closed position,850131383,GBPJPY,1,Buy,192.785,193.324,2025/05/08 17:00:33,2025/05/09 20:00:00,2025/05/08,2025/05/09,371.01,9.93,-7,373.94,0,0,53.9,Win,26.99,202501002,,deusfund-sqx2
Closed position,852812581,USTEC,8,Buy,20090.15,20075.2,2025/05/09 19:00:01,2025/05/09 22:45:00,2025/05/09,2025/05/09,-119.6,0,0,-119.6,0,0,-15.0,Loss,3.75,9,,deusfund-sqx1
Closed position,853547722,BTCUSD,0.8,Buy,104454.02,103772.13,2025/05/11 02:15:43,2025/05/11 05:52:22,2025/05/11,2025/05/11,-545.51,0,0,-545.51,0,0,-681.9,Loss,3.61,1001,,deusfund-sqx1
Closed position,853928903,USTEC,8,Buy,20385.85,20311.45,2025/05/12 01:00:08,2025/05/12 01:35:48,2025/05/12,2025/05/12,-595.2,0,0,-595.2,0,0,-74.4,Loss,0.59,202501005,,deusfund-sqx2
Closed position,849792684,USDJPY,1,Buy,144.813,146.568,2025/05/08 13:00:01,2025/05/12 10:01:01,2025/05/08,2025/05/12,1197.4,14.83,-7,1205.23,0,0,175.5,Win,93.02,2025010019,,deusfund-sqx2
Closed position,849741644,USDJPY,1,Buy,144.813,147.145,2025/05/08 12:27:31,2025/05/12 10:22:27,2025/05/08,2025/05/12,1584.83,14.83,-7,1592.66,0,0,233.2,Win,93.92,202501015,,deusfund-sqx2
Closed position,849792683,USDJPY,1,Buy,144.813,147.713,2025/05/08 13:00:01,2025/05/12 10:43:35,2025/05/08,2025/05/12,1963.27,14.83,-7,1971.10,0,0,290.0,Win,93.73,202501020,,deusfund-sqx2
Closed position,854172873,USDJPY,1,Buy,146.142,148.636,2025/05/12 04:13:38,2025/05/12 20:32:15,2025/05/12,2025/05/12,1677.92,0,-7,1670.92,0,0,249.4,Win,16.31,202501016,,deusfund-sqx2
Closed position,856333059,USTEC,8,Buy,20728.8,20791.25,2025/05/12 19:15:05,2025/05/12 22:45:00,2025/05/12,2025/05/12,499.6,0,0,499.6,0,0,62.4,Win,3.5,9,,deusfund-sqx1
Closed position,854127117,GBPJPY,1,Buy,193.912,195.002,2025/05/12 03:47:31,2025/05/13 03:39:53,2025/05/12,2025/05/13,736.68,9.76,-7,739.44,0,0,109.0,Win,23.87,202501003,,deusfund-sqx2
Closed position,858745443,USTEC,16,Buy,21123.45,21236.1,2025/05/13 17:14:40,2025/05/13 22:45:00,2025/05/13,2025/05/13,1802.4,0,0,1802.4,0,0,112.6,Win,5.51,202501010,,deusfund-sqx2
Closed position,858889802,USTEC,8,Buy,21172.9,21236.1,2025/05/13 18:12:01,2025/05/13 22:45:00,2025/05/13,2025/05/13,505.6,0,0,505.6,0,0,63.2,Win,4.55,202501011,,deusfund-sqx2
Closed position,858931215,USTEC,8,Buy,21198.65,21235.55,2025/05/13 18:34:05,2025/05/13 22:45:00,2025/05/13,2025/05/13,295.2,0,0,295.2,0,0,36.9,Win,4.18,9,,deusfund-sqx1
Closed position,859148909,USTEC,8,Buy,21253.95,21162.5,2025/05/13 20:32:15,2025/05/13 23:09:41,2025/05/13,2025/05/13,-731.6,0,0,-731.6,0,0,-91.4,Loss,2.62,202501005,,deusfund-sqx2
Closed position,859568868,GBPJPY,1,Buy,196.317,195.517,2025/05/14 03:03:29,2025/05/14 07:42:29,2025/05/14,2025/05/14,-544.4,0,-7,-551.4,0,0,-80.0,Loss,4.65,202501003,,deusfund-sqx2
Closed position,854505774,GBPJPY,1,Buy,193.994,194.888,2025/05/12 08:30:29,2025/05/14 12:14:08,2025/05/12,2025/05/14,612.11,19.58,-7,624.69,0,0,89.4,Win,51.73,202501002,,deusfund-sqx2
Closed position,861205261,USTEC,5,Buy,21299.4,21273.7,2025/05/14 18:28:36,2025/05/14 19:41:23,2025/05/14,2025/05/14,-128.5,0,0,-128.5,0,0,-25.7,Loss,1.21,1,,deusfund-sqx1
Closed position,860903684,USTEC,8,Buy,21279.5,21239.9,2025/05/14 16:32:24,2025/05/14 20:16:56,2025/05/14,2025/05/14,-316.8,0,0,-316.8,0,0,-39.6,Loss,3.74,9,,deusfund-sqx1
Closed position,861517637,USTEC,8,Buy,21286.2,21261.3,2025/05/14 20:53:02,2025/05/14 22:45:00,2025/05/14,2025/05/14,-199.2,0,0,-199.2,0,0,-24.9,Loss,1.87,9,,deusfund-sqx1
Closed position,864005309,USTEC,8,Buy,21446.15,21381.25,2025/05/15 20:21:33,2025/05/15 21:00:32,2025/05/15,2025/05/15,-519.2,0,0,-519.2,0,0,-64.9,Loss,0.65,202501005,,deusfund-sqx2
Closed position,864004367,USTEC,16,Buy,21438.25,21282.9,2025/05/15 20:21:03,2025/05/15 22:45:00,2025/05/15,2025/05/15,-2485.6,0,0,-2485.6,0,0,-155.4,Loss,2.4,202501010,,deusfund-sqx2
Closed position,863575671,GBPJPY,1,Sell,193.548,193.838,2025/05/15 17:10:13,2025/05/15 23:57:31,2025/05/15,2025/05/15,-199.1,0,-7,-206.1,0,0,-29.0,Loss,6.79,202501002,,deusfund-sqx2
Closed position,864601360,BTCUSD,0.8,Buy,104207.85,103451.45,2025/05/16 05:00:07,2025/05/16 11:15:46,2025/05/16,2025/05/16,-605.12,0,0,-605.12,0,0,-756.4,Loss,6.26,1001,,deusfund-sqx1
Closed position,866218216,USTEC,8,Buy,21334.65,21381.45,2025/05/16 18:31:01,2025/05/16 22:45:00,2025/05/16,2025/05/16,374.4,0,0,374.4,0,0,46.8,Win,4.23,9,,deusfund-sqx1
Closed position,867292143,BTCUSD,0.8,Buy,103739.92,106540.76,2025/05/18 08:57:10,2025/05/19 03:00:00,2025/05/18,2025/05/19,2240.67,0,0,2240.67,0,0,2800.8,Win,18.05,1001,,deusfund-sqx1
Closed position,869470046,GBPJPY,1,Buy,194.019,193.325,2025/05/19 14:25:25,2025/05/20 08:33:52,2025/05/19,2025/05/20,-480.33,10,-7,-477.33,0,0,-69.4,Loss,18.14,202501003,,deusfund-sqx2
Closed position,871007028,GBPJPY,1,Buy,194.217,193.067,2025/05/20 03:28:25,2025/05/20 08:45:52,2025/05/20,2025/05/20,-796.55,0,-7,-803.55,0,0,-115.0,Loss,5.29,202501002,,deusfund-sqx2
Closed position,870965920,BTCUSD,0.8,Buy,106035.56,105226.92,2025/05/20 03:10:20,2025/05/20 10:06:12,2025/05/20,2025/05/20,-646.91,0,0,-646.91,0,0,-808.6,Loss,6.93,1001,,deusfund-sqx1
Closed position,872243733,XAUUSD,1,Buy,3249.77,3242.52,2025/05/20 15:35:43,2025/05/20 16:00:00,2025/05/20,2025/05/20,-725,0,-7,-732,0,0,-72.5,Loss,0.4,202501023,,deusfund-sqx2
Closed position,872417444,XAUUSD,1,Buy,3254.09,3262.1,2025/05/20 16:57:42,2025/05/20 17:00:00,2025/05/20,2025/05/20,801,0,-7,794,0,0,80.1,Win,0.04,1006,,deusfund-sqx1
Closed position,872417132,XAUUSD,1,Buy,3254.09,3261.5,2025/05/20 16:57:42,2025/05/20 17:00:00,2025/05/20,2025/05/20,741,0,-7,734,0,0,74.1,Win,0.04,202501025,,deusfund-sqx2
Closed position,872243737,XAUUSD,1,Buy,3249.77,3262.08,2025/05/20 15:35:43,2025/05/20 17:00:29,2025/05/20,2025/05/20,1231,0,-7,1224,0,0,123.1,Win,1.41,202501021,,deusfund-sqx2
Closed position,872243699,XAUUSD,1,Buy,3249.77,3282.99,2025/05/20 15:35:43,2025/05/20 18:00:00,2025/05/20,2025/05/20,3322,0,-7,3315,0,0,332.2,Win,2.4,1007,,deusfund-sqx1
Closed position,872458255,XAUUSD,1,Buy,3278.71,3282.95,2025/05/20 17:08:36,2025/05/20 18:00:00,2025/05/20,2025/05/20,424,0,-7,417,0,0,42.4,Win,0.86,202501027,,deusfund-sqx2
Closed position,872234318,XAUUSD,1,Buy,3244.58,3287.95,2025/05/20 15:32:24,2025/05/21 04:24:51,2025/05/20,2025/05/21,4337,-52.81,-7,4277.19,0,0,433.7,Win,12.87,202501026,,deusfund-sqx2
Closed position,873344016,XAUUSD,1,Buy,3304.21,3285.56,2025/05/21 04:00:02,2025/05/21 04:25:41,2025/05/21,2025/05/21,-1865,0,-7,-1872,0,0,-186.5,Loss,0.43,202501025,,deusfund-sqx2
Closed position,872417239,XAUUSD,1,Buy,3254.09,3297.28,2025/05/20 16:57:42,2025/05/21 15:28:22,2025/05/20,2025/05/21,4319,-52.81,-7,4259.19,0,0,431.9,Win,22.51,202501022,,deusfund-sqx2
Closed position,872417316,XAUUSD,1,Buy,3254.09,3304.65,2025/05/20 16:57:42,2025/05/21 18:00:00,2025/05/20,2025/05/21,5056,-52.81,-7,4996.19,0,0,505.6,Win,25.04,202501024,,deusfund-sqx2
Closed position,874573555,BTCUSD,0.8,Buy,107382.97,109033.56,2025/05/21 17:00:02,2025/05/21 18:00:00,2025/05/21,2025/05/21,1320.47,0,0,1320.47,0,0,1650.6,Win,1,1001,,deusfund-sqx1
Closed position,875485575,GBPJPY,1,Sell,192.69,192.328,2025/05/22 03:12:58,2025/05/22 12:58:47,2025/05/22,2025/05/22,252.29,0,-7,245.29,0,0,36.2,Win,9.76,202501002,,deusfund-sqx2
Closed position,877349553,USTEC,8,Buy,21237.55,21189.3,2025/05/22 21:02:30,2025/05/22 22:45:00,2025/05/22,2025/05/22,-386,0,0,-386,0,0,-48.2,Loss,1.71,9,,deusfund-sqx1
