sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Closed position,699153681,XAUUSD,1,Buy,2638.14,2636.07,2025/01/02 11:01:39,2025/01/02 12:00:00,2025/01/02,2025/01/02,-207,0,-7,-214,0,0,-20.7,Loss,0.97,1006,,deusfund-sqx1
Closed position,699176656,BTCUSD,0.8,Buy,96220.49,96532.74,2025/01/02 11:18:34,2025/01/02 12:00:03,2025/01/02,2025/01/02,249.8,0,0,249.8,0,0,312.2,Win,0.69,1005,,deusfund-sqx1
Closed position,699360493,BTCUSD,0.8,Buy,96818.31,95929.67,2025/01/02 14:18:38,2025/01/02 16:04:08,2025/01/02,2025/01/02,-710.91,0,0,-710.91,0,0,-888.6,Loss,1.76,1004,,deusfund-sqx1
Closed position,699543726,BTCUSD,0.8,Buy,97288.73,96561.24,2025/01/02 16:32:16,2025/01/02 16:33:50,2025/01/02,2025/01/02,-581.99,0,0,-581.99,0,0,-727.5,Loss,0.03,1003,,deusfund-sqx1
Closed position,699543313,BTCUSD,0.8,Buy,97097.5,96253.7,2025/01/02 16:32:08,2025/01/02 16:35:39,2025/01/02,2025/01/02,-675.04,0,0,-675.04,0,0,-843.8,Loss,0.06,1002,,deusfund-sqx1
Closed position,699599317,USTEC,8,Buy,21148.44,21069.52,2025/01/02 17:00:00,2025/01/02 17:20:54,2025/01/02,2025/01/02,-631.36,0,0,-631.36,0,0,-78.9,Loss,0.35,9,,deusfund-sqx1
Closed position,699783468,USTEC,8,Buy,21062.82,20953.27,2025/01/02 18:36:28,2025/01/02 19:27:07,2025/01/02,2025/01/02,-876.4,0,0,-876.4,0,0,-109.6,Loss,0.84,9,,deusfund-sqx1
Closed position,699988483,USTEC,8,Buy,20864.94,20887.27,2025/01/02 21:27:16,2025/01/02 22:45:00,2025/01/02,2025/01/02,178.64,0,0,178.64,0,0,22.3,Win,1.3,9,,deusfund-sqx1
Closed position,700018196,USTEC,8,Buy,20881.57,20887.27,2025/01/02 22:04:52,2025/01/02 22:45:00,2025/01/02,2025/01/02,45.6,0,0,45.6,0,0,5.7,Win,0.67,5,,deusfund-sqx1
Closed position,700689155,USTEC,5,Buy,21171.29,21064.86,2025/01/03 16:43:45,2025/01/03 16:51:47,2025/01/03,2025/01/03,-532.15,0,0,-532.15,0,0,-106.4,Loss,0.13,1,,deusfund-sqx1
Closed position,700836892,BTCUSD,0.8,Buy,97903.72,97760.85,2025/01/03 18:22:06,2025/01/03 19:00:00,2025/01/03,2025/01/03,-114.3,0,0,-114.3,0,0,-142.9,Loss,0.63,1005,,deusfund-sqx1
Closed position,700794796,USTEC,8,Buy,21136.16,21251.61,2025/01/03 17:45:25,2025/01/03 22:45:00,2025/01/03,2025/01/03,923.6,0,0,923.6,0,0,115.4,Win,4.99,9,,deusfund-sqx1
Closed position,700864942,USTEC,8,Buy,21229.29,21251.61,2025/01/03 18:46:12,2025/01/03 22:45:00,2025/01/03,2025/01/03,178.56,0,0,178.56,0,0,22.3,Win,3.98,5,,deusfund-sqx1
Closed position,700962829,BTCUSD,0.8,Buy,98678.04,98027.48,2025/01/03 20:48:47,2025/01/04 01:28:50,2025/01/03,2025/01/04,-520.45,-131.04,0,-651.49,0,0,-650.6,Loss,4.67,1003,,deusfund-sqx1
Closed position,700981496,BTCUSD,0.8,Buy,98951.5,97991.19,2025/01/03 21:18:05,2025/01/04 01:30:47,2025/01/03,2025/01/04,-768.25,-131.04,0,-899.29,0,0,-960.3,Loss,4.21,1002,,deusfund-sqx1
Closed position,700976177,BTCUSD,0.8,Buy,98816.76,97863.33,2025/01/03 21:08:22,2025/01/04 02:38:42,2025/01/03,2025/01/04,-762.74,-131.04,0,-893.78,0,0,-953.4,Loss,5.51,1004,,deusfund-sqx1
Closed position,699174436,BTCUSD,0.8,Buy,96100.41,98150.86,2025/01/02 11:16:50,2025/01/04 06:00:01,2025/01/02,2025/01/04,1640.36,-174.21,0,1466.15,0,0,2050.4,Win,42.72,1001,,deusfund-sqx1
Closed position,701296763,BTCUSD,0.8,Buy,98677.86,98221.28,2025/01/06 00:39:19,2025/01/06 02:51:49,2025/01/06,2025/01/06,-365.26,0,0,-365.26,0,0,-456.6,Loss,2.21,1001,,deusfund-sqx1
Closed position,701309862,BTCUSD,0.8,Buy,98808.19,98198.03,2025/01/06 01:02:36,2025/01/06 02:57:06,2025/01/06,2025/01/06,-488.13,0,0,-488.13,0,0,-610.2,Loss,1.91,1005,,deusfund-sqx1
Closed position,701457316,BTCUSD,0.8,Buy,99271.54,98699.94,2025/01/06 04:10:58,2025/01/06 04:15:36,2025/01/06,2025/01/06,-457.28,0,0,-457.28,0,0,-571.6,Loss,0.08,1004,,deusfund-sqx1
Closed position,701539731,BTCUSD,0.8,Buy,99412.77,99416.1,2025/01/06 06:19:32,2025/01/06 07:00:04,2025/01/06,2025/01/06,2.66,0,0,2.66,0,0,3.3,Win,0.68,1002,,deusfund-sqx1
Closed position,701580969,BTCUSD,0.8,Buy,99767.24,99213.93,2025/01/06 07:34:02,2025/01/06 09:18:08,2025/01/06,2025/01/06,-442.65,0,0,-442.65,0,0,-553.3,Loss,1.74,1003,,deusfund-sqx1
Closed position,701981134,USTEC,5,Buy,21500.6,21608.82,2025/01/06 13:38:31,2025/01/06 17:14:16,2025/01/06,2025/01/06,541.1,0,0,541.1,0,0,108.2,Win,3.6,1,,deusfund-sqx1
Closed position,702327865,USTEC,8,Buy,21525.22,21583.32,2025/01/06 16:30:59,2025/01/06 19:19:22,2025/01/06,2025/01/06,464.8,0,0,464.8,0,0,58.1,Win,2.81,9,,deusfund-sqx1
Closed position,702902389,BTCUSD,0.8,Buy,102647.22,101440.16,2025/01/07 02:35:09,2025/01/07 12:11:33,2025/01/07,2025/01/07,-965.65,0,0,-965.65,0,0,-1207.1,Loss,9.61,1005,,deusfund-sqx1
Closed position,703792228,USTEC,5,Sell,21281.71,21171.26,2025/01/07 17:31:51,2025/01/07 17:47:10,2025/01/07,2025/01/07,552.25,0,0,552.25,0,0,110.4,Win,0.26,1,,deusfund-sqx1
Closed position,703827448,USTEC,5,Sell,21181.58,21297.76,2025/01/07 17:47:09,2025/01/07 17:58:52,2025/01/07,2025/01/07,-580.9,0,0,-580.9,0,0,-116.2,Loss,0.2,2,,deusfund-sqx1
Closed position,704106199,USTEC,5,Sell,21183.33,21142.26,2025/01/07 21:39:03,2025/01/08 16:00:00,2025/01/07,2025/01/08,205.35,4.15,0,209.50,0,0,41.1,Win,18.35,2,,deusfund-sqx1
Closed position,705046960,XAUUSD,1,Buy,2664.32,2661.25,2025/01/08 16:13:05,2025/01/08 17:00:01,2025/01/08,2025/01/08,-307,0,-7,-314,0,0,-30.7,Loss,0.78,1007,,deusfund-sqx1
