sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Closed position,895919138,USTEC,8,Buy,21680.55,21592.75,2025/06/05 21:45:43,2025/06/05 22:45:03,2025/06/05,2025/06/05,-702.4,0,0,-702.4,0,19516.28,-87.8,Loss,0.99,9,,deusfund-sqx1
Closed position,895654193,GBPJPY,1,Buy,194.955,194.674,2025/06/05 17:42:54,2025/06/06 00:02:29,2025/06/05,2025/06/06,-195.71,8.96,-7,-193.75,200.352,194.285,-28.1,Loss,6.33,202501003,,deusfund-sqx2
Closed position,896831071,USTEC,8,Buy,21767.7,21744.75,2025/06/06 16:31:35,2025/06/06 17:29:02,2025/06/06,2025/06/06,-183.6,0,0,-183.6,0,19590.34,-23.0,Loss,0.96,9,,deusfund-sqx1
Closed position,896658947,GBPJPY,1,Buy,195.401,195.982,2025/06/06 14:41:29,2025/06/06 20:00:00,2025/06/06,2025/06/06,400.79,0,-7,393.79,200.675,194.599,58.1,Win,5.31,202501003,,deusfund-sqx2
Closed position,896658948,GBPJPY,1,Buy,195.401,195.982,2025/06/06 14:41:29,2025/06/06 20:00:00,2025/06/06,2025/06/06,400.79,0,-7,393.79,199.349,194.249,58.1,Win,5.31,202501002,,deusfund-sqx2
Closed position,896853719,USTEC,8,Buy,21811.85,21772.95,2025/06/06 16:44:10,2025/06/06 22:45:02,2025/06/06,2025/06/06,-311.2,0,0,-311.2,0,21156.14,-38.9,Loss,6.01,202501011,,deusfund-sqx2
Closed position,896983655,USTEC,8,Buy,21832.45,21772.95,2025/06/06 18:06:29,2025/06/06 22:45:02,2025/06/06,2025/06/06,-476,0,0,-476,0,19642.67,-59.5,Loss,4.64,9,,deusfund-sqx1
Closed position,897163485,USTEC,8,Buy,21832.75,21772.95,2025/06/06 21:33:48,2025/06/06 22:45:02,2025/06/06,2025/06/06,-478.4,0,0,-478.4,0,19649.41,-59.8,Loss,1.19,5,,deusfund-sqx1
Closed position,897439682,BTCUSD,0.8,Buy,105952.44,105526.37,2025/06/08 16:38:34,2025/06/09 04:55:43,2025/06/08,2025/06/09,-340.86,0,0,-340.86,0,105550.64,-426.1,Loss,12.29,1001,,deusfund-sqx1
Closed position,898935194,USTEC,8,Buy,21940.65,21889.65,2025/06/10 04:34:33,2025/06/10 07:25:57,2025/06/10,2025/06/10,-408,0,0,-408,22269,21889.07,-51.0,Loss,2.86,202501005,,deusfund-sqx2
Closed position,898952323,USDJPY,1,Buy,144.97,144.522,2025/06/10 04:49:59,2025/06/10 08:32:15,2025/06/10,2025/06/10,-309.99,0,-7,-316.99,147.431,144.531,-44.8,Loss,3.7,202501016,,deusfund-sqx2
Closed position,898952320,USDJPY,1,Buy,144.97,144.51,2025/06/10 04:49:59,2025/06/10 08:32:23,2025/06/10,2025/06/10,-318.32,0,-7,-325.32,147.866,144.511,-46,Loss,3.71,202501020,,deusfund-sqx2
Closed position,897638650,GBPJPY,1,Buy,196.04,195.509,2025/06/09 03:51:56,2025/06/10 09:13:02,2025/06/09,2025/06/10,-367.51,8.9,-7,-365.61,201.326,195.233,-53.1,Loss,29.35,202501003,,deusfund-sqx2
Closed position,897638651,GBPJPY,1,Buy,196.04,195.01,2025/06/09 03:51:56,2025/06/10 09:57:35,2025/06/09,2025/06/10,-712.19,8.9,-7,-710.29,199.983,194.883,-103,Loss,30.09,202501002,,deusfund-sqx2
Closed position,899483603,XAUUSD,1,Buy,3338.44,3334.05,2025/06/10 14:12:38,2025/06/10 15:00:00,2025/06/10,2025/06/10,-439,0,-7,-446,3458.43,3324.1,-43.9,Loss,0.79,202501023,,deusfund-sqx2
Closed position,900005950,USTEC,16,Buy,21936.85,21893.85,2025/06/10 21:56:49,2025/06/10 22:42:42,2025/06/10,2025/06/10,-688,0,0,-688,23249.3,21494.63,-43.0,Loss,0.76,202501010,,deusfund-sqx2
Closed position,900006094,USTEC,8,Buy,21939.05,21911.8,2025/06/10 21:56:49,2025/06/10 22:45:00,2025/06/10,2025/06/10,-218,0,0,-218,0,21280.32,-27.2,Loss,0.8,202501011,,deusfund-sqx2
Closed position,900014643,USTEC,5,Buy,21957.7,21845.95,2025/06/10 22:05:41,2025/06/11 08:01:46,2025/06/10,2025/06/11,-558.75,-17.65,0,-576.40,22066.1,21846.54,-111.8,Loss,9.93,1,,deusfund-sqx1
Closed position,900475125,XAUUSD,1,Buy,3343.83,3334.46,2025/06/11 10:50:06,2025/06/11 12:07:41,2025/06/11,2025/06/11,-937,0,-7,-944,0,3330.96,-93.7,Loss,1.29,202501026,,deusfund-sqx2
Closed position,900134847,USDJPY,1,Buy,145.014,144.653,2025/06/11 02:01:59,2025/06/11 15:30:07,2025/06/11,2025/06/11,-249.56,0,-7,-256.56,146.754,143.854,-36.1,Loss,13.47,2025010019,,deusfund-sqx2
Closed position,900134850,USDJPY,1,Buy,145.014,144.573,2025/06/11 02:01:59,2025/06/11 15:33:13,2025/06/11,2025/06/11,-305.04,0,-7,-312.04,147.479,144.573,-44.1,Loss,13.52,202501016,,deusfund-sqx2
Closed position,900745933,XAUUSD,1,Buy,3350.49,3333.83,2025/06/11 15:30:13,2025/06/11 15:57:25,2025/06/11,2025/06/11,-1666,0,-7,-1673,0,3334.23,-166.6,Loss,0.45,1007,,deusfund-sqx1
Closed position,900742038,USTEC,5,Buy,22058.7,21874.4,2025/06/11 15:30:06,2025/06/11 21:01:15,2025/06/11,2025/06/11,-921.5,0,0,-921.5,22095.13,21875.27,-184.3,Loss,5.52,1,,deusfund-sqx1
Closed position,901299918,XAUUSD,1,Buy,3349.3,3347.28,2025/06/11 22:34:04,2025/06/11 23:00:00,2025/06/11,2025/06/11,-202,0,-7,-209,3469.77,3334.95,-20.2,Loss,0.43,202501023,,deusfund-sqx2
Closed position,898952324,USDJPY,1,Buy,144.97,144.236,2025/06/10 04:49:59,2025/06/12 01:58:14,2025/06/10,2025/06/12,-508.89,27.51,-7,-488.38,147.286,144.242,-73.4,Loss,45.14,202501015,,deusfund-sqx2
Closed position,901364325,XAUUSD,1,Buy,3360.7,3368.98,2025/06/12 01:10:24,2025/06/12 02:00:00,2025/06/12,2025/06/12,828,0,-7,821,3481.69,3346.45,82.8,Win,0.83,1006,,deusfund-sqx1
Closed position,900690421,GBPJPY,1,Buy,196.242,195.395,2025/06/11 15:04:57,2025/06/12 04:39:12,2025/06/11,2025/06/12,-589.16,26.69,-7,-569.47,201.514,195.416,-84.7,Loss,13.57,202501003,,deusfund-sqx2
Closed position,901517732,XAUUSD,1,Buy,3375.66,3370.94,2025/06/12 04:28:15,2025/06/12 05:00:00,2025/06/12,2025/06/12,-472,0,-7,-479,0,3359.93,-47.2,Loss,0.53,202501021,,deusfund-sqx2
Closed position,900690413,GBPJPY,1,Buy,196.242,195.059,2025/06/11 15:04:57,2025/06/12 09:01:23,2025/06/11,2025/06/12,-823.24,26.69,-7,-803.55,200.166,195.066,-118.3,Loss,17.94,202501002,,deusfund-sqx2
Closed position,901393444,XAUUSD,1,Buy,3369.37,3359.19,2025/06/12 01:58:35,2025/06/12 10:35:55,2025/06/12,2025/06/12,-1018,0,-7,-1025,0,3356.28,-101.8,Loss,8.62,202501022,,deusfund-sqx2
Closed position,901372643,XAUUSD,1,Buy,3364.17,3349.78,2025/06/12 01:24:27,2025/06/12 10:37:43,2025/06/12,2025/06/12,-1439,0,-7,-1446,3485.27,3350.18,-143.9,Loss,9.22,202501024,,deusfund-sqx2
Closed position,902848671,XAUUSD,0.4,Buy,3408.77,3400.4,2025/06/13 03:07:07,2025/06/13 03:15:10,2025/06/13,2025/06/13,-334.8,0,-2.8,-337.6,3432.17,3400.62,-83.7,Loss,0.13,6,,deusfund-sqx1
Closed position,902846383,XAUUSD,1,Buy,3403.41,3415.07,2025/06/13 03:06:59,2025/06/13 04:00:00,2025/06/13,2025/06/13,1166,0,-7,1159,3709.85,3388.84,116.6,Win,0.88,202501027,,deusfund-sqx2
Closed position,902846378,XAUUSD,1,Buy,3403.41,3415.07,2025/06/13 03:06:59,2025/06/13 04:00:00,2025/06/13,2025/06/13,1166,0,-7,1159,0,3389.14,116.6,Win,0.88,202501025,,deusfund-sqx2
Closed position,902964219,XAUUSD,0.4,Buy,3416.78,3440.21,2025/06/13 04:00:01,2025/06/13 05:41:25,2025/06/13,2025/06/13,937.2,0,-2.8,934.4,3440.03,3408.48,234.3,Win,1.69,6,,deusfund-sqx1
Closed position,903786391,XAUUSD,0.4,Buy,3441.06,3432.8,2025/06/13 16:02:46,2025/06/13 17:03:17,2025/06/13,2025/06/13,-330.4,0,-2.8,-333.2,3464.9,3433.35,-82.6,Loss,1.01,6,,deusfund-sqx1
Closed position,904799754,XAUUSD,0.4,Buy,3448.57,3440.18,2025/06/16 03:22:00,2025/06/16 03:45:03,2025/06/16,2025/06/16,-335.6,0,-2.8,-338.4,3471.94,3440.39,-83.9,Loss,0.38,6,,deusfund-sqx1
Closed position,904944333,BTCUSD,0.8,Buy,106237.46,107585.09,2025/06/16 07:21:30,2025/06/16 18:00:00,2025/06/16,2025/06/16,1078.1,0,0,1078.1,0,105721.98,1347.6,Win,10.64,1001,,deusfund-sqx1
Closed position,905465643,USTEC,8,Buy,21836,21906.3,2025/06/16 16:31:04,2025/06/16 19:45:13,2025/06/16,2025/06/16,562.4,0,0,562.4,0,19651.26,70.3,Win,3.24,9,,deusfund-sqx1
Closed position,905537235,USTEC,16,Buy,21917,21923.7,2025/06/16 16:55:51,2025/06/16 22:45:00,2025/06/16,2025/06/16,107.2,0,0,107.2,23232.19,21478.82,6.7,Win,5.82,202501010,,deusfund-sqx2
Closed position,905706231,USTEC,8,Buy,21981.2,21923.7,2025/06/16 18:22:06,2025/06/16 22:45:00,2025/06/16,2025/06/16,-460,0,0,-460,0,19783.3,-57.5,Loss,4.38,5,,deusfund-sqx1
Closed position,905829735,USTEC,8,Buy,21963.1,21923.7,2025/06/16 20:28:32,2025/06/16 22:45:00,2025/06/16,2025/06/16,-315.2,0,0,-315.2,0,19766.28,-39.4,Loss,2.27,9,,deusfund-sqx1
Closed position,904708587,GBPJPY,1,Buy,195.821,196.102,2025/06/16 01:08:38,2025/06/17 07:37:03,2025/06/16,2025/06/17,194.5,8.89,-7,196.39,201.099,195.012,28.1,Win,30.47,202501003,,deusfund-sqx2
Closed position,904708582,GBPJPY,1,Buy,195.821,195.396,2025/06/16 01:08:38,2025/06/17 20:44:25,2025/06/16,2025/06/17,-292.71,8.89,-7,-290.82,199.762,194.662,-42.5,Loss,43.6,202501002,,deusfund-sqx2
Closed position,907596069,USDJPY,1,Buy,145.369,144.794,2025/06/18 01:51:34,2025/06/18 15:13:10,2025/06/18,2025/06/18,-397.12,0,-7,-404.12,147.839,144.796,-57.5,Loss,13.36,202501016,,deusfund-sqx2
Closed position,906098728,USDJPY,1,Buy,144.863,144.38,2025/06/17 03:02:32,2025/06/18 21:00:32,2025/06/17,2025/06/18,-334.53,6.85,-7,-334.68,147.76,144.29,-48.3,Loss,41.97,202501020,,deusfund-sqx2
Closed position,908660375,USTEC,8,Buy,21800,21743.9,2025/06/18 21:00:01,2025/06/18 21:53:36,2025/06/18,2025/06/18,-448.8,0,0,-448.8,0,19618.69,-56.1,Loss,0.89,9,,deusfund-sqx1
Closed position,910782547,USTEC,5,Buy,21811,21813.7,2025/06/20 15:55:38,2025/06/20 16:52:17,2025/06/20,2025/06/20,13.5,0,0,13.5,21916.09,21698.01,2.7,Win,0.94,1,,deusfund-sqx1
Closed position,910778934,USTEC,8,Buy,21803.5,21735.3,2025/06/20 15:51:59,2025/06/20 17:23:47,2025/06/20,2025/06/20,-545.6,0,0,-545.6,22130.35,21737.2,-68.2,Loss,1.53,202501005,,deusfund-sqx2
Closed position,910485034,BTCUSD,0.8,Buy,105268.73,104691.92,2025/06/20 10:31:18,2025/06/20 17:49:23,2025/06/20,2025/06/20,-461.45,0,0,-461.45,0,104698.86,-576.8,Loss,7.3,1001,,deusfund-sqx1
Closed position,910047512,GBPJPY,1,Buy,195.885,196.448,2025/06/19 22:59:54,2025/06/20 20:00:00,2025/06/19,2025/06/20,386.05,8.85,-7,387.90,201.174,195.085,56.3,Win,21,202501003,,deusfund-sqx2
Closed position,910643083,GBPJPY,1,Buy,196.294,196.448,2025/06/20 13:55:53,2025/06/20 20:00:00,2025/06/20,2025/06/20,105.6,0,-7,98.6,200.243,195.143,15.4,Win,6.07,202501002,,deusfund-sqx2
Closed position,911044236,USTEC,8,Buy,21650.5,21615.3,2025/06/20 18:30:30,2025/06/20 20:26:11,2025/06/20,2025/06/20,-281.6,0,0,-281.6,0,19484.15,-35.2,Loss,1.93,9,,deusfund-sqx1
Closed position,910964921,USTEC,8,Buy,21736.7,21597.8,2025/06/20 17:38:58,2025/06/20 22:45:00,2025/06/20,2025/06/20,-1111.2,0,0,-1111.2,0,21084.69,-138.9,Loss,5.1,202501011,,deusfund-sqx2
Closed position,909101458,USDJPY,1,Buy,145.124,147.158,2025/06/19 04:57:40,2025/06/23 08:26:29,2025/06/19,2025/06/23,1382.19,13.65,-7,1388.84,147.153,144.755,203.4,Win,99.48,202501013,,deusfund-sqx2
Closed position,906098725,USDJPY,1,Buy,144.863,147.198,2025/06/17 03:02:32,2025/06/23 08:26:40,2025/06/17,2025/06/23,1586.3,41.06,-7,1620.36,147.181,144.139,233.5,Win,149.4,202501015,,deusfund-sqx2
Closed position,909409536,USDJPY,1,Buy,145.4,147.86,2025/06/19 10:57:39,2025/06/23 12:20:18,2025/06/19,2025/06/23,1663.74,13.65,-7,1670.39,147.86,144.888,246,Win,97.38,202501016,,deusfund-sqx2
Closed position,912508725,XAUUSD,1,Buy,3379.22,3369.35,2025/06/23 14:21:07,2025/06/23 15:10:03,2025/06/23,2025/06/23,-987,0,-7,-994,0,3365.96,-98.7,Loss,0.82,202501026,,deusfund-sqx2
Closed position,911813333,GBPJPY,1,Buy,196.576,197.314,2025/06/23 02:00:55,2025/06/23 15:42:22,2025/06/23,2025/06/23,500.53,0,-7,493.53,201.881,195.774,73.8,Win,13.69,202501003,,deusfund-sqx2
Closed position,912139350,USDJPY,1,Buy,147.12,147.24,2025/06/23 09:00:00,2025/06/23 16:49:40,2025/06/23,2025/06/23,81.5,0,-7,74.5,149.166,146.724,12,Win,7.83,202501013,,deusfund-sqx2
Closed position,911878162,USDJPY,1,Buy,146.5,147.053,2025/06/23 03:31:20,2025/06/23 17:01:45,2025/06/23,2025/06/23,376.05,0,-7,369.05,149.43,146.02,55.3,Win,13.51,202501020,,deusfund-sqx2
Closed position,912757616,USTEC,8,Buy,21693,21718.2,2025/06/23 16:48:37,2025/06/23 18:30:12,2025/06/23,2025/06/23,201.6,0,0,201.6,0,19523.06,25.2,Win,1.69,9,,deusfund-sqx1
Closed position,912786956,USTEC,8,Buy,21717,21596.5,2025/06/23 17:00:00,2025/06/23 19:33:44,2025/06/23,2025/06/23,-964,0,0,-964,0,19542.54,-120.5,Loss,2.56,5,,deusfund-sqx1
Closed position,913130804,USTEC,8,Buy,21703.1,21822,2025/06/23 20:05:08,2025/06/23 22:45:00,2025/06/23,2025/06/23,951.2,0,0,951.2,0,19527.38,118.9,Win,2.66,9,,deusfund-sqx1
Closed position,913178341,USTEC,8,Buy,21833.1,21822,2025/06/23 20:30:30,2025/06/23 22:45:00,2025/06/23,2025/06/23,-88.8,0,0,-88.8,0,19648.02,-11.1,Loss,2.24,5,,deusfund-sqx1
Closed position,913321461,BTCUSD,0.8,Buy,103442.41,105295.11,2025/06/23 23:12:11,2025/06/24 19:00:00,2025/06/23,2025/06/24,1482.16,-46.11,0,1436.05,0,102575.41,1852.7,Win,19.8,1001,,deusfund-sqx1
Closed position,914334367,USTEC,8,Buy,22092,22195.1,2025/06/24 16:32:04,2025/06/24 22:45:00,2025/06/24,2025/06/24,824.8,0,0,824.8,0,21428.37,103.1,Win,6.22,202501011,,deusfund-sqx2
Closed position,914334380,USTEC,8,Buy,22092.6,22195.1,2025/06/24 16:32:05,2025/06/24 22:45:00,2025/06/24,2025/06/24,820,0,0,820,0,19882.95,102.5,Win,6.22,9,,deusfund-sqx1
Closed position,914718469,USTEC,16,Buy,22201.9,22195.1,2025/06/24 20:48:49,2025/06/24 22:45:00,2025/06/24,2025/06/24,-108.8,0,0,-108.8,23534.47,21758.28,-6.8,Loss,1.94,202501010,,deusfund-sqx2
Closed position,913787967,USTEC,8,Buy,22113,22175.7,2025/06/24 09:14:15,2025/06/25 02:00:00,2025/06/24,2025/06/25,501.6,-43.74,0,457.86,22444.9,22023.15,62.7,Win,16.76,202501005,,deusfund-sqx2
Closed position,915470612,USTEC,8,Buy,22298.5,22286,2025/06/25 16:30:29,2025/06/25 16:50:11,2025/06/25,2025/06/25,-100,0,0,-100,0,20066.17,-12.5,Loss,0.33,9,,deusfund-sqx1
Closed position,915484725,USTEC,16,Buy,22312.4,22268.4,2025/06/25 16:36:33,2025/06/25 16:50:34,2025/06/25,2025/06/25,-704,0,0,-704,23649,21864.17,-44.0,Loss,0.23,202501010,,deusfund-sqx2
Closed position,915491162,USTEC,8,Buy,22321.5,22261.7,2025/06/25 16:40:02,2025/06/25 17:11:27,2025/06/25,2025/06/25,-478.4,0,0,-478.4,22656.73,22263.74,-59.8,Loss,0.52,202501005,,deusfund-sqx2
Closed position,915470847,USTEC,5,Buy,22300.3,22188.9,2025/06/25 16:30:32,2025/06/25 20:40:31,2025/06/25,2025/06/25,-557,0,0,-557,22411.9,22188.9,-111.4,Loss,4.17,1,,deusfund-sqx1
Closed position,915741026,USTEC,8,Buy,22232.2,22187.6,2025/06/25 20:20:14,2025/06/25 20:40:32,2025/06/25,2025/06/25,-356.8,0,0,-356.8,0,20007.49,-44.6,Loss,0.34,9,,deusfund-sqx1
Closed position,915821946,USTEC,8,Buy,22214.5,22219.8,2025/06/25 22:03:24,2025/06/25 22:45:00,2025/06/25,2025/06/25,42.4,0,0,42.4,0,19993.09,5.3,Win,0.69,9,,deusfund-sqx1
Closed position,915060378,USDJPY,1,Buy,145.099,145.102,2025/06/25 08:18:17,2025/06/26 02:01:28,2025/06/25,2025/06/26,2.07,20.55,-7,15.62,147.13,144.678,0.3,Win,17.72,202501013,,deusfund-sqx2
Closed position,915117878,GBPJPY,1,Buy,198.022,197.814,2025/06/25 10:00:09,2025/06/26 10:30:21,2025/06/25,2025/06/26,-144.35,26.58,-7,-124.77,203.362,197.216,-20.8,Loss,24.5,202501003,,deusfund-sqx2
Closed position,916172139,USTEC,5,Buy,22304,22326.6,2025/06/26 09:09:00,2025/06/26 12:31:32,2025/06/26,2025/06/26,113,0,0,113,22415.24,22192.2,22.6,Win,3.38,1,,deusfund-sqx1
Closed position,916780798,USTEC,8,Buy,22344.6,22436,2025/06/26 17:16:26,2025/06/26 22:45:00,2025/06/26,2025/06/26,731.2,0,0,731.2,0,20109,91.4,Win,5.48,9,,deusfund-sqx1
Closed position,916809369,USTEC,16,Buy,22376.6,22436,2025/06/26 17:31:29,2025/06/26 22:45:00,2025/06/26,2025/06/26,950.4,0,0,950.4,23709.1,21919.74,59.4,Win,5.23,202501010,,deusfund-sqx2
Closed position,916875233,USTEC,8,Buy,22385.5,22436,2025/06/26 18:16:21,2025/06/26 22:45:00,2025/06/26,2025/06/26,404,0,0,404,0,21711.74,50.5,Win,4.48,202501011,,deusfund-sqx2
Closed position,916809480,USTEC,8,Buy,22375.2,22519.5,2025/06/26 17:31:30,2025/06/27 10:00:01,2025/06/26,2025/06/27,1154.4,-44.52,0,1109.88,22709.2,22329.31,144.3,Win,16.48,202501005,,deusfund-sqx2
Closed position,918054219,USTEC,8,Buy,22525,22535.5,2025/06/27 16:45:39,2025/06/27 17:52:00,2025/06/27,2025/06/27,84,0,0,84,0,20272.46,10.5,Win,1.11,9,,deusfund-sqx1
Closed position,918097009,USTEC,8,Buy,22580.7,22536.6,2025/06/27 17:03:52,2025/06/27 17:52:00,2025/06/27,2025/06/27,-352.8,0,0,-352.8,0,21903.97,-44.1,Loss,0.8,202501011,,deusfund-sqx2
Closed position,915883630,GBPJPY,1,Buy,198.508,198.272,2025/06/26 01:00:01,2025/06/27 20:00:00,2025/06/26,2025/06/27,-163.16,8.91,-7,-161.25,202.458,197.358,-23.6,Loss,43,202501002,,deusfund-sqx2
Closed position,917212915,GBPJPY,1,Buy,198.536,198.272,2025/06/27 02:31:16,2025/06/27 20:00:00,2025/06/27,2025/06/27,-182.51,0,-7,-189.51,203.876,197.716,-26.4,Loss,17.48,202501003,,deusfund-sqx2
Closed position,918252463,USTEC,8,Buy,22585.4,22547,2025/06/27 18:32:00,2025/06/27 20:35:10,2025/06/27,2025/06/27,-307.2,0,0,-307.2,0,20326.28,-38.4,Loss,2.05,9,,deusfund-sqx1
Closed position,918262115,USTEC,8,Buy,22596.3,22542.9,2025/06/27 18:40:42,2025/06/27 20:44:24,2025/06/27,2025/06/27,-427.2,0,0,-427.2,0,21918.32,-53.4,Loss,2.06,202501011,,deusfund-sqx2
Closed position,918484833,USTEC,8,Buy,22459.4,22485.8,2025/06/27 22:24:37,2025/06/27 22:45:00,2025/06/27,2025/06/27,211.2,0,0,211.2,0,20213.51,26.4,Win,0.34,9,,deusfund-sqx1
Closed position,918925550,USTEC,5,Buy,22622.4,22654.3,2025/06/30 01:55:24,2025/06/30 07:57:42,2025/06/30,2025/06/30,159.5,0,0,159.5,22736.31,22510.07,31.9,Win,6.04,1,,deusfund-sqx1
Closed position,918720285,BTCUSD,0.8,Buy,107627.05,107207.85,2025/06/29 11:31:37,2025/06/30 17:08:46,2025/06/29,2025/06/30,-335.36,0,0,-335.36,0,107280.19,-419.2,Loss,29.62,1001,,deusfund-sqx1
Closed position,920305036,XAUUSD,1,Buy,3322.13,3321.2,2025/07/01 06:27:50,2025/07/01 07:00:00,2025/07/01,2025/07/01,-93,0,-7,-100,3441.66,3308.49,-9.3,Loss,0.54,202501023,,deusfund-sqx2
Closed position,920666550,XAUUSD,1,Buy,3350.28,3349.15,2025/07/01 14:04:02,2025/07/01 15:00:00,2025/07/01,2025/07/01,-113,0,-7,-120,0,3335.19,-11.3,Loss,0.93,202501021,,deusfund-sqx2
Closed position,920666528,XAUUSD,1,Buy,3350.28,3349.15,2025/07/01 14:04:02,2025/07/01 15:00:00,2025/07/01,2025/07/01,-113,0,-7,-120,3470.88,3336.69,-11.3,Loss,0.93,1006,,deusfund-sqx1
Closed position,920666545,XAUUSD,1,Buy,3350.28,3349.15,2025/07/01 14:04:02,2025/07/01 15:00:00,2025/07/01,2025/07/01,-113,0,-7,-120,0,3335.17,-11.3,Loss,0.93,1007,,deusfund-sqx1
Closed position,920666551,XAUUSD,1,Buy,3350.28,3354.64,2025/07/01 14:04:02,2025/07/01 16:00:00,2025/07/01,2025/07/01,436,0,-7,429,3651.79,3336.14,43.6,Win,1.93,202501027,,deusfund-sqx2
Closed position,920627934,XAUUSD,1,Buy,3348.29,3348.24,2025/07/01 13:12:31,2025/07/01 16:10:08,2025/07/01,2025/07/01,-5,0,-7,-12,0,3336.72,-0.5,Loss,2.96,202501026,,deusfund-sqx2
Closed position,920666531,XAUUSD,1,Buy,3350.28,3337.32,2025/07/01 14:04:02,2025/07/01 18:55:14,2025/07/01,2025/07/01,-1296,0,-7,-1303,3470.88,3337.31,-129.6,Loss,4.85,202501024,,deusfund-sqx2
Closed position,920632689,XAUUSD,1,Buy,3348.63,3337.89,2025/07/01 13:18:09,2025/07/01 23:00:00,2025/07/01,2025/07/01,-1074,0,-7,-1081,0,3335.41,-107.4,Loss,9.7,202501025,,deusfund-sqx2
Closed position,922228190,USTEC,8,Buy,22503.2,22613.6,2025/07/02 17:00:15,2025/07/02 22:45:00,2025/07/02,2025/07/02,883.2,0,0,883.2,0,20252.4,110.4,Win,5.75,5,,deusfund-sqx1
Closed position,922609232,XAUUSD,1,Buy,3358.07,3358.36,2025/07/02 22:55:25,2025/07/02 23:00:00,2025/07/02,2025/07/02,29,0,-7,22,3478.93,3346.19,2.9,Win,0.08,1006,,deusfund-sqx1
Closed position,922609205,XAUUSD,1,Buy,3358.07,3358.36,2025/07/02 22:55:25,2025/07/02 23:00:00,2025/07/02,2025/07/02,29,0,-7,22,0,3345.35,2.9,Win,0.08,1007,,deusfund-sqx1
Closed position,922612655,XAUUSD,1,Buy,3358.83,3350.76,2025/07/02 22:56:57,2025/07/03 02:20:27,2025/07/02,2025/07/03,-807,-156.49,-7,-970.49,0,3348.03,-80.7,Loss,3.39,202501022,,deusfund-sqx2
Closed position,922609250,XAUUSD,1,Buy,3358.07,3345.92,2025/07/02 22:55:25,2025/07/03 03:02:56,2025/07/02,2025/07/03,-1215,-156.49,-7,-1378.49,3478.93,3346.19,-121.5,Loss,4.13,202501023,,deusfund-sqx2
Closed position,921742446,BTCUSD,0.8,Buy,107580.38,109519.53,2025/07/02 11:20:11,2025/07/03 10:00:00,2025/07/02,2025/07/03,1551.32,-48.55,0,1502.77,0,107094.99,1939.2,Win,22.66,1001,,deusfund-sqx1
Closed position,923581838,USTEC,5,Buy,22802.8,22860.3,2025/07/03 17:00:02,2025/07/03 19:47:37,2025/07/03,2025/07/03,287.5,0,0,287.5,22921.37,22693.29,57.5,Win,2.79,1,,deusfund-sqx1
Closed position,923515800,USTEC,16,Buy,22771.3,22850.8,2025/07/03 16:31:08,2025/07/03 19:51:41,2025/07/03,2025/07/03,1272,0,0,1272,24138.01,22316.28,79.5,Win,3.34,202501010,,deusfund-sqx2
Closed position,923734164,USTEC,8,Buy,22879.7,22850.9,2025/07/03 18:32:01,2025/07/03 19:51:41,2025/07/03,2025/07/03,-230.4,0,0,-230.4,0,20591.27,-28.8,Loss,1.33,9,,deusfund-sqx1
Closed position,923516826,USTEC,8,Buy,22776.8,22843.9,2025/07/03 16:31:32,2025/07/03 19:52:23,2025/07/03,2025/07/03,536.8,0,0,536.8,0,22093.61,67.1,Win,3.35,202501011,,deusfund-sqx2
Closed position,923915106,BTCUSD,0.8,Buy,109832.46,109825.88,2025/07/03 22:04:42,2025/07/04 01:00:00,2025/07/03,2025/07/04,-5.26,-48.88,0,-54.14,0,109212.28,-6.6,Loss,2.92,1001,,deusfund-sqx1
Closed position,921542445,USDJPY,1,Buy,143.773,144.337,2025/07/02 08:21:02,2025/07/04 07:22:59,2025/07/02,2025/07/04,390.75,27.63,-7,411.38,145.786,143.371,56.4,Win,47.03,202501013,,deusfund-sqx2
Closed position,923515601,USTEC,8,Buy,22770.9,22770.2,2025/07/03 16:31:05,2025/07/04 10:17:03,2025/07/03,2025/07/04,-5.6,-46.14,0,-51.74,23112.87,22720.56,-0.7,Loss,17.77,202501005,,deusfund-sqx2
Closed position,923767043,GBPJPY,1,Buy,198.005,197.198,2025/07/03 19:05:20,2025/07/04 10:46:45,2025/07/03,2025/07/04,-559.05,8.88,-7,-557.17,203.348,197.202,-80.7,Loss,15.69,202501003,,deusfund-sqx2
Closed position,923370920,USTEC,5,Buy,22727.6,22730.2,2025/07/03 15:35:01,2025/07/04 19:00:00,2025/07/03,2025/07/04,13,-28.84,0,-15.84,23064.66,22655.63,2.6,Loss,27.42,2,,deusfund-sqx1
Closed position,923678377,GBPJPY,1,Buy,198.029,197.213,2025/07/03 17:50:56,2025/07/04 20:00:00,2025/07/03,2025/07/04,-564.68,8.88,-7,-562.80,201.972,196.872,-81.6,Loss,26.15,202501002,,deusfund-sqx2
Closed position,925431067,USDJPY,1,Buy,144.569,144.298,2025/07/07 02:24:17,2025/07/07 03:50:28,2025/07/07,2025/07/07,-187.81,0,-7,-194.81,146.592,144.298,-27.1,Loss,1.44,202501013,,deusfund-sqx2
